sentence,language
"Il Porto Antico di Piombino è un piccolo porto turistico della città di Piombino conosciuto anche come Porticciolo di Marina. Situato presso la scenografica piazza Bovio, è stato uno dei due antichi approdi cittadini ed è divenuto un porto turistico nel secolo scorso, grazie al continuo sviluppo del vicino porto principale.",italian
"Amerika è un singolo dei Rammstein, estratto dall'album Reise, Reise.",italian
"Adolf Robert Erich Brandenberger (Augusta, 15 luglio 1892 – Bonn, 21 giugno 1955) è stato un generale tedesco della seconda guerra mondiale, durante la quale comandò vari reparti sia contro l'Armata Rossa ad est che contro gli Alleati ad ovest, decorato con la Croce di Cavaliere con Fronde di Quercia.",italian
"Gareth Peirce (1940) è un'avvocatessa inglese.
Ha studiato all'Università di Oxford e alla London School of Economics and Political Science. 
È nota per il suo impegno in casi di alto profilo nei quali ha rappresentato tra gli altri i Sei di Birmingham e i Guildford Four, i quattro irlandesi ingiustamente condannati per terrorismo e infine scagionati. Dalla vicenda nel 1993 è stato tratto il film Nel nome del padre, con Emma Thompson nel ruolo di Peirce. Dal 2011 rappresenta Julian Assange nel caso di estradizione in Svezia.",italian
"William Baines (Horbury, 26 marzo 1899 – York, 6 novembre 1922) è stato un compositore britannico.
Nacque nel novembre del 1899 ad Horbury, nello Yorkshire.
Nel 1913 la famiglia si spostò a Cleckheaton, ove Baines poté partecipare ai concerti della Bradford Permanent Orchestral Society e familiarizzare con il repertorio orchestrale di base. 
Nel 1917 la famiglia si trasferì a York ove, all'età di 18 anni, Baines divenne un musicista di professione. La prima guerra mondiale era quasi al termine quando egli fu arruolato nell'esercito, ma presto rientrò a casa.
Durante la sua breve vita (morì all'età di 23 anni) scrisse oltre 150 brani, principalmente per pianoforte.
Le sue composizioni risentono molto del contatto con i paesaggi naturali del suo territorio, da lui molto ben conosciuti e grandi fonti di ispirazione.
Morì tragicamente nel 1922, in seguito alla tubercolosi da cui era affetto.",italian
"W166 è la sigla di un'autovettura SUV di lusso prodotta dalla Mercedes-Benz a partire dal 2011. Fino alla primavera del 2015, questo modello costituisce la terza generazione della cosiddetta Classe M, mentre a partire dal mese di aprile dello stesso anno la W166 va invece a costituire la prima generazione della Classe GLE che è una Classe M sottoposta a un restyling e a un cambio di denominazione secondo i nuovi criteri commerciali stabiliti dalla Daimler AG (detentrice del marchio Mercedes-Benz) a partire appunto dal 2015.",italian
"Albert e Alice (Bigfoot) è un film per la televisione del 1987 diretto da Danny Huston.
È un film d'avventura per ragazzi facente parte della serie di lungometraggi prodotti dalla Disney e trasmessi in origine sulla ABC in vari cicli. È basato sulla leggenda metropolitana del bigfoot. Nel cast figurano Colleen Dewhurst, James Sloyan, Gracie Harrison.",italian
"Il cloruro di ittrio è un sale di ittrio dell'acido cloridrico.
A temperatura ambiente si presenta come un solido bianco inodore. Può cristallizzare come esaidrato.",italian
"La Regione di Martakert (in armeno: Մարտակերտ?, traslitterato anche Mardakert) è una regione della repubblica dell'Artsakh (già Nagorno Karabakh) con capoluogo Martakert.
La regione conta 19 900  abitanti (al 2015) su una superficie di 1795 km² e comprende un centro urbano (il capoluogo) e 42 comunità rurali.Si trova nella parte nord orientale del paese e ingloba anche la porzione orientale del distretto di Kəlbəcər, quella occidentale del distretto di Tərtər e una piccola parte di quello di Ağdam. L'estremo lembo orientale del distretto rimane sotto controllo azero a seguito della guerra del Nagorno Karabakh.
Il capoluogo conta (al 2010) 4 200  abitanti e si trova adagiato in una conca non lontano dalla linea di confine con l'Azerbaigian; proprio per questa sua posizione fu teatro di scontri violentissimi e continui bombardamenti durante il conflitto. Oggi una moderna strada lo collega rapidamente alla capitale Step'anakert. Un'altra in direzione ovest raggiunge l'Armenia attraverso il passo Sodk nella attigua regione di Šahowmyan.
Da un punto di vista morfologico, il territorio è segnata da quattro catene montuose che corrono longitudinalmente, pressoché in parallelo, da ovest verso est: a nord si staglia la suggestiva catena dei monti Mrav che segna la divisione con l'Azerbaigian. Più a sud si sviluppano le catene minori di Arakelots, Jraberd e Okhtnaghbyur.
La regione è ricchissima di bellezze naturali e testimonianze artistiche non tutte facilmente raggiungibili per l'impervietà dei luoghi. Da un punto di vista naturalistico meritano una visita il bacino artificiale di Sarsang (formato da una diga idroelettrica sul fiume Tartar) e le fitte foreste che coprono le montagne della zona.

Da un punto di vista storico ed architettonico, il Monastero di Gandzasar, nei pressi del villaggio di Vank, è forse il più pregevole sito di tutto l'Artsakh, recentemente restaurato dai danni riportati durante il conflitto.Altri siti sono il monastero di Metsaranits, nei pressi del villaggio di Kolatak e quello di san Gregorio a Rev.",italian
"Piero Bianconi (Minusio, 1º giugno 1899 – Minusio, 5 giugno 1984) è stato un docente e scrittore svizzero-italiano.",italian
"La Compagnie des chemins de fer du Midi et du Canal latéral à la Garonne — abbreviata in Compagnie du Midi — fu una compagnia ferroviaria privata francese che esistette a cavallo tra il XIX e il XX secolo, e che fu assorbita per nazionalizzazione dalla Société nationale des chemins de fer nel 1938.
La Compagnie du Midi, l'unica delle sei grandi compagnie ferroviarie francesi dell'epoca a non avere un collegamento diretto con Parigi, serviva il sud-ovest del Paese, nella zona tra la Garonna e i Pirenei, e nel suo periodo di massima estensione poté vantare una rete di circa 4.300 chilometri; nel 1934 si fuse con la Compagnie du chemin de fer de Paris à Orléans (PO) e il nuovo consorzio assunse il nome Midi-PO; nel 1938, nel quadro di nazionalizzazione dei trasporti ferroviari in Francia, l'intera azienda fu inglobata nella neoistituita SNCF.",italian
"La sindrome di Otello, nota anche come gelosia delirante, gelosia ossessiva o paranoia alcolica, è una sindrome psicopatologica caratterizzata da una forte convinzione sull'infedeltà del proprio partner (che in alcuni casi, può arrivare ad assumere la forma di un vero e proprio delirio). La sindrome presenta un quadro sintomatico simile al disturbo delirante e al disturbo paranoide di personalità. 
Tale definizione deriva dal nome del protagonista dell'opera di William Shakespeare, Otello, che uccide la moglie Desdemona a causa di false accuse di tradimento.",italian
"Robert Peter Williams, detto Robbie (Stoke-on-Trent, 13 febbraio 1974), è un cantautore e musicista britannico.
La sua carriera musicale ebbe inizio nel 1990 nella boy band dei Take That, che divenne presto uno dei gruppi musicali più noti e seguiti al mondo. Il carattere ribelle e indisciplinato lo condusse a rompere con il gruppo, che lasciò nel 1995 per intraprendere una brillante carriera da solista. Malgrado non goda, anche per sua scelta, di grande popolarità negli Stati Uniti, le vendite delle sue pubblicazioni superano le 80 milioni di copie, con ben dodici album (record assoluto) e nove singoli nella vetta delle classifiche del Regno Unito e numerosi premi e vittorie, tra le quali 18 volte quelle dei BRIT Awards. Nel 2004 fu inserito nella UK Music Hall of Fame e fu eletto più importante artista britannico degli anni novanta. Nel 2010 rientrò a far parte del suo storico gruppo per riprendere la carriera da solista l'anno successivo.Williams è entrato nel Guinness dei primati per aver venduto 1,6 milioni di biglietti in un solo giorno per il tour mondiale del 2006.Williams è l'artista con più vittorie ai BRIT Awards, avendo ricevuto quasi il doppio delle statuette rispetto a tutti gli artisti premiati, e il 7 novembre 2016 al Troxy di Londra è stato nominato ""BRITs Icon"", prestigioso riconoscimento toccato precedentemente solo a Elton John e David Bowie.",italian
"Saoirse Úna Ronan (IPA: [ˈsɜːrʃə ˈuːnə ˈroʊnən]) (New York, 12 aprile 1994) è un'attrice irlandese con cittadinanza statunitense.
Ha esordito sul grande schermo con una parte nella commedia romantica 2 Young 4 Me - Un fidanzato per mamma nel 2007. La svolta è arrivata con la parte di un'adolescente precoce in Espiazione (2007), per la quale ha ricevuto la sua prima candidatura agli Oscar a soli 14 anni. I suoi successivi ruoli includono il film Amabili resti (2009), Hanna (2011), Byzantium (2012) e Grand Budapest Hotel (2014). 
La Ronan è stata acclamata dalla critica per il suo ruolo nel film drammatico Brooklyn (2015), che le è valsa la sua seconda candidatura al Premio Oscar per la miglior attrice. Nel 2017 ha ricevuto il medesimo successo per la sua interpretazione nella commedia drammatica Lady Bird, per la quale ha vinto un Golden Globe nella sezione migliore attrice in un film commedia o musicale e ha ricevuto la sua terza candidatura agli Oscar nella sezione miglior attrice protagonista.",italian
"La rete tranviaria di Norrköping, gestita da Veolia Transport, è un sistema di trasporto pubblico della città svedese di Norrköping ed è composto da un rete di due linee per un totale di 17,2 km.",italian
"Il nesso relativo, detto anche pseudorelativo o relativo apparente, è una struttura sintattica tipica della lingua latina, in cui un pronome relativo è posto all'inizio di un periodo, senza che introduca una proposizione subordinata: serve dunque a legare il periodo a quello precedente.
È equivalente alle forme composte da una congiunzione (et, sed, ecc.) e da un pronome (hic, haec, hoc oppure is, ea, id).",italian
"Tyson Boyd Hinz (Sherbrooke, 12 ottobre 1991) è un cestista canadese.",italian
"Agatina, o la virtù premiata è un dramma giocoso musicato da Stefano Pavesi su libretto di Francesco Fiorini (e non Felice Romani, come originariamente ritenuto), andato in scena al Teatro alla Scala nella primavera del 1814. Il soggetto del libretto, tratto dalla celebre fiaba di Charles Perrault, servì come ispirazione per Jacopo Ferretti alla scrittura del testo de 'La Cenerentola di Gioacchino Rossini.",italian
"Bullets and Saddles è un film del 1943 diretto da Anthony Marshall.
È un film western statunitense con Ray Corrigan (accreditato come Ray 'Crash' Corrigan), Dennis Moore (accreditato come Denny Moore) e Max Terhune (accreditato come Max 'Alibi' Terhune). È l'ultimo film della serie di 24 film western dei Range Busters, realizzati tra il 1940 e il 1943 e distribuiti dalla Monogram Pictures.",italian
"I Do è un brano musicale del cantante sudcoreano Rain, pubblicato nell'album It's Raining nel 2004.
Del brano è stato prodotto anche un remix che figura la partecipazione della cantante thailandese Panudda
Nel settembre 2006 il brano è stato pubblicato per il mercato giapponese.",italian
War Maniacs è il quarto album di Brunorock. Il disco è uscito per la label tedesca MTM Records.,italian
Il Contessa Entellina Syrah è un vino DOC la cui produzione è consentita nel comune di Contessa Entellina nella città metropolitana di Palermo.,italian
Because She Loved Him è un cortometraggio muto del 1914. Il nome del regista non viene riportato nei credit del film. Il soggetto è di Leslie T. Peacocke.,italian
"Notorious Gallagher è un film del 1916 sceneggiato, prodotto, diretto e interpretato da William Nigh.",italian
"La IACC 120 (ovvero International America's Cup Class 1:20) è una classe di imbarcazioni radiocomandate della lunghezza di 120 centimetri.
Sono le riproduzioni in scala 1:20 delle splendide imbarcazioni che animano la Coppa America. L'idea di creare questa classe di imbarcazioni risale al 1999, presso il gruppo modellisti Senza Vento di Bologna.
Gli scafi devono attenersi alle regole di stazza studiate dai fondatori della classe IACC 120 insieme allo scrivente, i quali hanno la facoltà di aggiornarne i contenuti annualmente.
Queste barche sono costruite in materiali compositi come fibre di carbonio, vetro o kevlar ed hanno al massimo 3 servocomandi per le manovre.
La classe è divenuta internazionale nel 2008. Attualmente sono in costruzione numerosi modelli in varie nazioni del mondo oltre all'Italia, anche in Francia, Canada, Stati Uniti, Australia, Nuova Zelanda per citare i principali. 
Oltre ad un'indubbia bellezza, le IACC120 hanno anche delle eccellenti prestazioni marinaresche. 
Questi fattori, insieme al costo contenuto dei modelli, sono stati determinanti al successo della classe.
In Italia per ridurre i costi delle regate, vengono promosse Coppe regionali, e una sola volta all'anno le migliori barche di ogni campionato regionale si contendono la IACC 120 Italian Cup in un luogo scelto dal Defender della coppa.",italian
"Il Marchese Luigi Durand de la Penne (Genova, 11 febbraio 1914 – Genova, 17 gennaio 1992) è stato un ammiraglio e politico italiano.
Prestò servizio come incursore della Regia Marina durante la seconda guerra mondiale, venendo decorato con la medaglia d'oro al valor militare.",italian
